Tipo Muert.;Provincia;Cantón;Area del Hecho;Lugar;Tipo Lugar;Fecha Infracción;Hora Infracción;Arma;Tipo Arma;Probable Causa M.;Edad;Med. Edad;Sexo;Etnia;Estado Civil;Nacionalidad;Anio_i;Mes_i;Cod_prov;cod_cantón
SICARIATO;GUAYAS;DAULE;URBANO;GASOLINERAS;PRIVADO;6/5/2023;22:20;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;18;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;mayo;9;906
ASESINATO;GUAYAS;DAULE;URBANO;CASA/VILLA;PRIVADO;6/5/2023;21:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;22;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;mayo;9;906
ASESINATO;PICHINCHA;RUMIÑAHUI;URBANO;CASA/VILLA;PRIVADO;6/5/2023;21:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;36;A;HOMBRE;MESTIZO/A;SOLTERO;VENEZUELA;2023;mayo;17;1705
SICARIATO;PICHINCHA;RUMIÑAHUI;URBANO;CASA/VILLA;PRIVADO;6/5/2023;21:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;26;A;HOMBRE;MESTIZO/A;SOLTERO;VENEZUELA;2023;mayo;17;1705
SICARIATO;PICHINCHA;RUMIÑAHUI;URBANO;CASA/VILLA;PRIVADO;6/5/2023;21:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;54;A;MUJER;MESTIZO/A;SOLTERO;VENEZUELA;2023;mayo;17;1705
HOMICIDIO;PICHINCHA;QUITO;URBANO;VIA PUBLICA;PUBLICO;7/5/2023;0:40;ARMA CONTUNDENTE;OTRO;HERIDAS CONTUSAS;34;A;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;mayo;17;1701
HOMICIDIO;PICHINCHA;QUITO;URBANO;VIA PUBLICA;PUBLICO;6/5/2023;23:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;26;A;HOMBRE;MESTIZO/A;NO DETERMINADO;VENEZUELA;2023;mayo;17;1701
HOMICIDIO;PICHINCHA;QUITO;URBANO;VIA PUBLICA;PUBLICO;6/5/2023;23:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;42;A;HOMBRE;MESTIZO/A;NO DETERMINADO;ECUADOR;2023;mayo;17;1701
ASESINATO;GUAYAS;DURAN;RURAL;VIA PUBLICA;PUBLICO;3/5/2023;22:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;13;A;HOMBRE;MESTIZO/A;NO DETERMINADO;ECUADOR;2023;mayo;9;907
ASESINATO;GUAYAS;DURAN;RURAL;VIA PUBLICA;PUBLICO;3/5/2023;22:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;19;A;HOMBRE;MESTIZO/A;NO DETERMINADO;ECUADOR;2023;mayo;9;907
HOMICIDIO;TUNGURAHUA;AMBATO;RURAL;CASA/VILLA;PRIVADO;7/5/2023;3:30;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;34;A;MUJER;MESTIZO/A;CASADO;ECUADOR;2023;mayo;18;1801
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;6/5/2023;18:15;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;37;A;HOMBRE;MESTIZO/A;NO DETERMINADO;ECUADOR;2023;mayo;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;6/5/2023;18:15;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;28;A;HOMBRE;MESTIZO/A;NO DETERMINADO;ECUADOR;2023;mayo;9;901
ASESINATO;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;URBANO;VIA PUBLICA;PUBLICO;6/5/2023;21:20;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;20;A;MUJER;MESTIZO/A;NO DETERMINADO;NO DETERMINADO;2023;mayo;23;2301
ASESINATO;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;URBANO;VIA PUBLICA;PUBLICO;6/5/2023;21:20;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;34;A;HOMBRE;MESTIZO/A;NO DETERMINADO;ECUADOR;2023;mayo;23;2301
ASESINATO;MANABI;PORTOVIEJO;URBANO;VIA PUBLICA;PUBLICO;6/5/2023;16:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;35;A;HOMBRE;MESTIZO/A;NO DETERMINADO;ECUADOR;2023;mayo;13;1301
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;PARQUES Y PLAZAS;PUBLICO;6/5/2023;19:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;17;A;HOMBRE;MESTIZO/A;NO DETERMINADO;ECUADOR;2023;mayo;9;901
ASESINATO;SANTA ELENA;SALINAS;RURAL;VIA PUBLICA;PUBLICO;7/5/2023;5:00;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;27;A;HOMBRE;NO DETERMINADO;NO DETERMINADO;NO DETERMINADO;2023;mayo;24;2403
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;6/5/2023;22:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;22;A;MUJER;MESTIZO/A;NO DETERMINADO;ECUADOR;2023;mayo;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;6/5/2023;22:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;5;A;HOMBRE;MESTIZO/A;NO DETERMINADO;ECUADOR;2023;mayo;9;901
ASESINATO;LOS RIOS;BABAHOYO;URBANO;CASA/VILLA;PRIVADO;3/5/2023;18:15;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;;A;HOMBRE;MESTIZO/A;NO DETERMINADO;ECUADOR;2023;mayo;12;1201
ASESINATO;GUAYAS;DURAN;URBANO;VIA PUBLICA;PUBLICO;7/5/2023;3:00;ARMA CONTUNDENTE;OTRO;HERIDAS CONTUSAS;26;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;mayo;9;907
ASESINATO;MANABI;MANTA;URBANO;VIA PUBLICA;PUBLICO;5/5/2023;17:50;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;27;A;HOMBRE;MESTIZO/A;NO DETERMINADO;ECUADOR;2023;mayo;13;1308
ASESINATO;MANABI;MANTA;URBANO;VIA PUBLICA;PUBLICO;6/5/2023;21:20;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;mayo;13;1308
ASESINATO;MANABI;MANTA;URBANO;VIA PUBLICA;PUBLICO;6/5/2023;0:50;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;mayo;13;1308
ASESINATO;MANABI;MANTA;URBANO;VIA PUBLICA;PUBLICO;6/5/2023;21:20;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;mayo;13;1308
ASESINATO;MANABI;MANTA;URBANO;VIA PUBLICA;PUBLICO;6/5/2023;21:20;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;mayo;13;1308
ASESINATO;MANABI;MANTA;URBANO;VIA PUBLICA;PUBLICO;6/5/2023;21:20;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;mayo;13;1308
ASESINATO;MANABI;MANTA;URBANO;VIA PUBLICA;PUBLICO;6/5/2023;21:20;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;mayo;13;1308
ASESINATO;MANABI;PORTOVIEJO;RURAL;CANCHAS DE USO MULTIPLE;PUBLICO;6/5/2023;19:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;;A;HOMBRE;MESTIZO/A;NO DETERMINADO;ECUADOR;2023;mayo;13;1301
ASESINATO;MANABI;PORTOVIEJO;RURAL;CANCHAS DE USO MULTIPLE;PUBLICO;6/5/2023;19:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;28;A;HOMBRE;MESTIZO/A;NO DETERMINADO;ECUADOR;2023;mayo;13;1301
ASESINATO;LOS RIOS;PALENQUE;RURAL;RIO;PUBLICO;4/5/2023;16:00;CONSTRICTORA;OTRO;ESTRANGULACION;31;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;mayo;12;1209
ASESINATO;MANABI;MONTECRISTI;RURAL;VIA PUBLICA;PUBLICO;7/5/2023;0:50;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;;A;HOMBRE;MESTIZO/A;NO DETERMINADO;ECUADOR;2023;mayo;13;1309
FEMICIDIO;PICHINCHA;QUITO;URBANO;CASA/VILLA;PRIVADO;7/5/2023;13:00;CONSTRICTORA;OTRO;AHORCADURA;35;A;MUJER;MESTIZO/A;NO DETERMINADO;ECUADOR;2023;mayo;17;1701
ASESINATO;GUAYAS;SANTA LUCIA;RURAL;CANCHAS DE USO MULTIPLE;PUBLICO;7/5/2023;16:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;40;A;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;mayo;9;918
ASESINATO;GUAYAS;NARANJITO;URBANO;VIA PUBLICA;PUBLICO;7/5/2023;20:50;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;30;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;mayo;9;912
ASESINATO;ESMERALDAS;ESMERALDAS;URBANO;VIA PUBLICA;PUBLICO;7/5/2023;17:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;;A;HOMBRE;AFRO;NO DETERMINADO;ECUADOR;2023;mayo;8;801
ASESINATO;MANABI;MANTA;URBANO;MAR;PUBLICO;5/5/2023;18:00;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;23;A;HOMBRE;MESTIZO/A;SOLTERO;VENEZUELA;2023;mayo;13;1308
ASESINATO;GUAYAS;MILAGRO;URBANO;VIA PUBLICA;PUBLICO;7/5/2023;19:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;19;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;mayo;9;910
ASESINATO;GUAYAS;SANTA LUCIA;URBANO;VIA PUBLICA;PUBLICO;8/5/2023;2:20;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;42;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;mayo;9;918
ASESINATO;GUAYAS;SANTA LUCIA;URBANO;VIA PUBLICA;PUBLICO;8/5/2023;2:20;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;27;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;mayo;9;918
ASESINATO;GUAYAS;SANTA LUCIA;URBANO;VIA PUBLICA;PUBLICO;8/5/2023;2:20;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;31;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;mayo;9;918
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CASA/VILLA;PRIVADO;7/5/2023;23:50;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;69;A;MUJER;NO DETERMINADO;NO DETERMINADO;ECUADOR;2023;mayo;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CASA/VILLA;PRIVADO;7/5/2023;23:50;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;29;A;HOMBRE;AFRO;NO DETERMINADO;ECUADOR;2023;mayo;9;901
ASESINATO;ORELLANA;LA JOYA DE LOS SACHAS;URBANO;VIA PUBLICA;PUBLICO;7/5/2023;3:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;29;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;mayo;22;2203
ASESINATO;GUAYAS;MILAGRO;URBANO;VIA PUBLICA;PUBLICO;7/5/2023;16:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;21;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;mayo;9;910
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;TERRENO BALDIO;PUBLICO;7/5/2023;9:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;;A;HOMBRE;AFRO;NO DETERMINADO;NO DETERMINADO;2023;mayo;9;901
ASESINATO;GUAYAS;SAN JACINTO DE YAGUACHI;URBANO;VIA PUBLICA;PUBLICO;7/5/2023;12:00;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;19;A;HOMBRE;MESTIZO/A;NO DETERMINADO;VENEZUELA;2023;mayo;9;920
ASESINATO;GUAYAS;DURAN;URBANO;VIA PUBLICA;PUBLICO;8/5/2023;0:00;ARMA CONTUNDENTE;OTRO;HERIDAS CONTUSAS;;A;HOMBRE;NO DETERMINADO;NO DETERMINADO;NO DETERMINADO;2023;mayo;9;907
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;TERRENO BALDIO;PUBLICO;7/5/2023;9:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;;A;HOMBRE;NO DETERMINADO;NO DETERMINADO;NO DETERMINADO;2023;mayo;9;901
ASESINATO;GUAYAS;MILAGRO;URBANO;VIA PUBLICA;PUBLICO;8/5/2023;9:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;38;A;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;mayo;9;910
ASESINATO;GUAYAS;MILAGRO;URBANO;VIA PUBLICA;PUBLICO;8/5/2023;9:35;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;50;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;mayo;9;910
ASESINATO;GUAYAS;MILAGRO;URBANO;VIA PUBLICA;PUBLICO;8/5/2023;9:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;4;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;mayo;9;910
ASESINATO;GUAYAS;MILAGRO;URBANO;VIA PUBLICA;PUBLICO;8/5/2023;9:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;23;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;mayo;9;910
ASESINATO;ESMERALDAS;ATACAMES;URBANO;VIA PUBLICA;PUBLICO;7/5/2023;18:15;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;20;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;mayo;8;806
ASESINATO;GUAYAS;BALAO;RURAL;VIA PUBLICA;PUBLICO;8/5/2023;7:45;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;50;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;mayo;9;903
ASESINATO;TUNGURAHUA;AMBATO;URBANO;CASA/VILLA;PRIVADO;8/5/2023;14:00;OTROS;OTRO;ESTRANGULACION;13;A;MUJER;MESTIZO/A;SOLTERO;ECUADOR;2023;mayo;18;1801
ASESINATO;MANABI;PORTOVIEJO;URBANO;VIA PUBLICA;PUBLICO;8/5/2023;10:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;19;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;mayo;13;1301
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CASA/VILLA;PRIVADO;8/5/2023;17:30;CONSTRICTORA;OTRO;ESTRANGULACION;30;A;HOMBRE;MESTIZO/A;NO DETERMINADO;ECUADOR;2023;mayo;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;8/5/2023;11:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;70;A;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;mayo;9;901
HOMICIDIO;PICHINCHA;QUITO;URBANO;CASA/VILLA;PRIVADO;8/5/2023;22:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;34;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;mayo;17;1701
HOMICIDIO;IMBABURA;IBARRA;URBANO;VIA PUBLICA;PUBLICO;8/5/2023;16:55;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;45;A;HOMBRE;MESTIZO/A;NO DETERMINADO;COLOMBIA;2023;mayo;10;1001
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;8/5/2023;10:55;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;28;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;mayo;9;901
ASESINATO;GUAYAS;MILAGRO;URBANO;CASA/VILLA;PRIVADO;8/5/2023;18:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;32;A;HOMBRE;MESTIZO/A;NO DETERMINADO;ECUADOR;2023;mayo;9;910
ASESINATO;BOLIVAR;GUARANDA;URBANO;VIA PUBLICA;PUBLICO;6/5/2023;23:50;CONSTRICTORA;OTRO;ESTRANGULACION;21;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;mayo;2;201
ASESINATO;NAPO;TENA;RURAL;CANCHAS DE USO MULTIPLE;PUBLICO;8/5/2023;11:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;38;A;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;mayo;15;1501
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;8/5/2023;16:15;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;30;A;HOMBRE;AFRO;NO DETERMINADO;ECUADOR;2023;mayo;9;901
ASESINATO;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;URBANO;HOSPITALES;PRIVADO;9/5/2023;0:05;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;19;A;HOMBRE;OTROS;SOLTERO;ECUADOR;2023;mayo;23;2301
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;8/5/2023;19:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;25;A;HOMBRE;MESTIZO/A;NO DETERMINADO;ECUADOR;2023;mayo;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;8/5/2023;21:10;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;50;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;mayo;9;901
HOMICIDIO;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;RURAL;VIA PUBLICA;PUBLICO;9/5/2023;0:00;OTROS;OTRO;A DETERMINARSE;48;A;HOMBRE;MESTIZO/A;DIVORCIADO;ECUADOR;2023;mayo;23;2301
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;8/5/2023;15:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;38;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;mayo;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;TRANSPORTE PUBLICO;PUBLICO;8/5/2023;21:50;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;25;A;HOMBRE;MESTIZO/A;NO DETERMINADO;NO DETERMINADO;2023;mayo;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;8/5/2023;23:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;25;A;HOMBRE;MESTIZO/A;NO DETERMINADO;ECUADOR;2023;mayo;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;9/5/2023;1:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;25;A;HOMBRE;MESTIZO/A;NO DETERMINADO;ECUADOR;2023;mayo;9;901
ASESINATO;ESMERALDAS;ESMERALDAS;URBANO;VIA PUBLICA;PUBLICO;8/5/2023;23:20;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;27;A;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;mayo;8;801
ASESINATO;SANTA ELENA;LA LIBERTAD;URBANO;BARES;PRIVADO;9/5/2023;19:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;35;A;HOMBRE;NO DETERMINADO;SOLTERO;ECUADOR;2023;mayo;24;2402
ASESINATO;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;RURAL;RIO;PUBLICO;8/5/2023;23:00;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;45;A;HOMBRE;MESTIZO/A;NO DETERMINADO;NO DETERMINADO;2023;mayo;23;2301
ASESINATO;LOS RIOS;QUINSALOMA;URBANO;CASA/VILLA;PRIVADO;9/5/2023;21:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;20;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;mayo;12;1213
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;9/5/2023;12:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;28;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;mayo;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;9/5/2023;12:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;36;A;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;mayo;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;9/5/2023;10:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;30;A;HOMBRE;MESTIZO/A;NO DETERMINADO;NO DETERMINADO;2023;mayo;9;901
ASESINATO;LOJA;LOJA;URBANO;VIA PUBLICA;PUBLICO;9/5/2023;20:05;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;30;A;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;mayo;11;1101
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;9/5/2023;20:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;46;A;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;mayo;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;INTERIOR DE VEHICULO PARTICULAR;PRIVADO;10/5/2023;6:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;37;A;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;mayo;9;901
ASESINATO;GUAYAS;NARANJAL;URBANO;CASA/VILLA;PRIVADO;9/5/2023;17:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;59;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;mayo;9;911
ASESINATO;GUAYAS;NARANJAL;URBANO;CASA/VILLA;PRIVADO;9/5/2023;17:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;21;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;mayo;9;911
ASESINATO;GUAYAS;SAN JACINTO DE YAGUACHI;RURAL;VIA PUBLICA;PUBLICO;10/5/2023;2:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;26;A;HOMBRE;MESTIZO/A;SOLTERO;VENEZUELA;2023;mayo;9;920
ASESINATO;LOS RIOS;QUINSALOMA;URBANO;INTERIOR DE VEHICULO PARTICULAR;PRIVADO;7/5/2023;22:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;64;A;HOMBRE;MESTIZO/A;DIVORCIADO;ECUADOR;2023;mayo;12;1213
ASESINATO;ESMERALDAS;ESMERALDAS;URBANO;VIA PUBLICA;PUBLICO;9/5/2023;22:09;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;38;A;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;mayo;8;801
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;10/5/2023;6:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;25;A;HOMBRE;MESTIZO/A;NO DETERMINADO;OTROS;2023;mayo;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;10/5/2023;6:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;23;A;HOMBRE;MESTIZO/A;NO DETERMINADO;VENEZUELA;2023;mayo;9;901
ASESINATO;MANABI;MONTECRISTI;RURAL;VIA PUBLICA;PUBLICO;9/5/2023;19:20;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;32;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;mayo;13;1309
ASESINATO;MANABI;MANTA;URBANO;VIA PUBLICA;PUBLICO;10/5/2023;23:20;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;21;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;mayo;13;1308
ASESINATO;SANTA ELENA;LA LIBERTAD;URBANO;INTERIOR DE VEHICULO PARTICULAR;PRIVADO;10/5/2023;17:10;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;50;A;MUJER;MESTIZO/A;DIVORCIADO;ECUADOR;2023;mayo;24;2402
ASESINATO;ESMERALDAS;ESMERALDAS;URBANO;FINCA;PRIVADO;10/5/2023;16:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;17;A;HOMBRE;MULATO/A;SOLTERO;ECUADOR;2023;mayo;8;801
ASESINATO;ESMERALDAS;ESMERALDAS;URBANO;FINCA;PRIVADO;10/5/2023;16:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;20;A;HOMBRE;MULATO/A;SOLTERO;ECUADOR;2023;mayo;8;801
ASESINATO;MANABI;SUCRE;URBANO;CASA/VILLA;PRIVADO;10/5/2023;23:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;21;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;mayo;13;1314
ASESINATO;ESMERALDAS;ESMERALDAS;URBANO;VIA PUBLICA;PUBLICO;10/5/2023;23:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;42;A;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;mayo;8;801
ASESINATO;MANABI;PEDERNALES;RURAL;CASA/VILLA;PRIVADO;10/5/2023;19:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;67;A;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;mayo;13;1317
